param med -1sig +1sig bestfit modemean modesigma modemax
h2den1 4.379388029508034 3.6882853636693382 5.710722082911313 4.090817450037872 4.579262294809661 0.9064291888860216 4.090817450037872
tkin1 0.9305911449458368 0.8483505267732645 1.1353849749900242 0.9849088712846206 0.9916691356250373 0.19722316156313985 0.9849088712846206
cdmol1 18.188357016373576 18.071802715686303 18.37970427208588 18.240884659336057 18.22003997625784 0.15781418643586484 18.240884659336057
ff1 -0.5678710970976761 -0.8062716273470061 -0.4282239634891092 -0.6345072671772147 -0.6064389211023262 0.186308159168108 -0.6345072671772147
xmol1 -1.48 -1.48 -1.48 -1.48 -1.4799999999999958 7.598131170262075e-08 -1.48
lum1 3.1312978267669678 3.1312978267669678 3.1312978267669678 3.1312978267669678 3.1312978267669656 4.828528090125218e-08 3.1312978267669678
press1 5.305508105922954 4.833953696822584 6.551576249960469 5.075726321322493 5.570931430434697 0.7722499856789019 5.075726321322493
bacd1 17.616752988313287 17.56750886887321 17.658106935868055 17.60637739215884 17.613601055155556 0.043145000201043074 17.60637739215884
k1mol0 1.343857863246913 1.2906522667012108 1.39666829428291 1.3449187032664602 1.3433503400342262 0.052692987121529096 1.3449187032664602
k2mol0 1.0213896500308377 0.979731234035576 1.0630185970828583 1.041227383174034 1.0213481858629316 0.04329783506889235 1.041227383174034
k3mol0 0.45496876590121266 0.38597569062901704 0.5269210979286013 0.455188976334103 0.4569647910560344 0.06975092745559372 0.455188976334103
k1mol1 0.10735539379298757 0.10102290886866419 0.11320792075442308 0.10813638219639421 0.10721427885915241 0.00609086051733751 0.10813638219639421
k2mol1 0.10884232795710554 0.09763470689467041 0.12014971624603728 0.11384364459079734 0.10907070754796105 0.011845244145083842 0.11384364459079734
k3mol1 0.02819734480711907 0.021873255381987915 0.03586336624572684 0.02842031070383671 0.02897967717359641 0.007231232509020463 0.02842031070383671
mass1 8.10205068585659 8.052806566416514 8.143404633411357 8.091675089702143 8.098898752698858 0.043145000201043074 8.091675089702143
