 5.000e+00  1.000e+00  6.156e+00 
 5.000e+00  1.030e+00  6.032e+00 
 5.000e+00  1.060e+00  5.905e+00 
 5.000e+00  1.090e+00  5.781e+00 
 5.000e+00  1.120e+00  5.658e+00 
 5.000e+00  1.150e+00  5.533e+00 
 5.000e+00  1.180e+00  5.411e+00 
 5.000e+00  1.210e+00  5.289e+00 
 5.000e+00  1.240e+00  5.167e+00 
 5.000e+00  1.270e+00  5.048e+00 
 5.000e+00  1.300e+00  4.930e+00 
 5.000e+00  1.330e+00  4.814e+00 
 5.000e+00  1.360e+00  4.699e+00 
 5.000e+00  1.390e+00  4.586e+00 
 5.000e+00  1.420e+00  4.475e+00 
 5.000e+00  1.450e+00  4.366e+00 
 5.000e+00  1.480e+00  4.263e+00 
 5.000e+00  1.510e+00  4.157e+00 
 5.000e+00  1.540e+00  4.053e+00 
 5.000e+00  1.570e+00  3.957e+00 
 5.000e+00  1.600e+00  3.860e+00 
 5.000e+00  1.630e+00  3.766e+00 
 5.000e+00  1.660e+00  3.674e+00 
 5.000e+00  1.690e+00  3.585e+00 
 5.000e+00  1.720e+00  3.498e+00 
 5.000e+00  1.750e+00  3.416e+00 
 5.000e+00  1.780e+00  3.334e+00 
 5.000e+00  1.810e+00  3.254e+00 
 5.000e+00  1.840e+00  3.179e+00 
 5.000e+00  1.870e+00  3.105e+00 
 5.000e+00  1.900e+00  3.036e+00 
 5.000e+00  1.930e+00  2.967e+00 
 5.000e+00  1.960e+00  2.901e+00 
 5.000e+00  1.990e+00  2.838e+00 
 5.000e+00  2.020e+00  2.777e+00 
 5.000e+00  2.050e+00  2.718e+00 
 5.000e+00  2.080e+00  2.661e+00 
 5.000e+00  2.110e+00  2.608e+00 
 5.000e+00  2.140e+00  2.556e+00 
 5.000e+00  2.170e+00  2.506e+00 
 5.000e+00  2.200e+00  2.457e+00 
 5.000e+00  2.230e+00  2.413e+00 
 5.000e+00  2.260e+00  2.368e+00 
 5.000e+00  2.290e+00  2.327e+00 
 5.000e+00  2.320e+00  2.286e+00 
 5.000e+00  2.350e+00  2.249e+00 
 5.000e+00  2.380e+00  2.212e+00 
 5.000e+00  2.410e+00  2.178e+00 
 5.000e+00  2.440e+00  2.145e+00 
 5.000e+00  2.470e+00  2.114e+00 
 5.000e+00  2.500e+00  2.083e+00 
 5.000e+00  2.530e+00  2.055e+00 
 5.000e+00  2.560e+00  2.029e+00 
 5.000e+00  2.590e+00  2.003e+00 
 5.000e+00  2.620e+00  1.978e+00 
 5.000e+00  2.650e+00  1.956e+00 
 5.000e+00  2.680e+00  1.935e+00 
 5.000e+00  2.710e+00  1.915e+00 
 5.000e+00  2.740e+00  1.896e+00 
 5.000e+00  2.770e+00  1.877e+00 
 5.000e+00  2.800e+00  1.861e+00 
 5.000e+00  2.830e+00  1.844e+00 
 5.000e+00  2.860e+00  1.830e+00 
 5.000e+00  2.890e+00  1.815e+00 
 5.000e+00  2.920e+00  1.802e+00 
 5.000e+00  2.950e+00  1.791e+00 
 5.000e+00  2.980e+00  1.777e+00 
 5.000e+00  3.010e+00  1.767e+00 
 5.000e+00  3.040e+00  1.757e+00 
 5.000e+00  3.070e+00  1.747e+00 
 5.000e+00  3.100e+00  1.738e+00 
 5.000e+00  3.130e+00  1.730e+00 
 5.000e+00  3.160e+00  1.723e+00 
 5.000e+00  3.190e+00  1.716e+00 
 5.000e+00  3.220e+00  1.709e+00 
 5.000e+00  3.250e+00  1.702e+00 
 5.000e+00  3.280e+00  1.697e+00 
 5.000e+00  3.310e+00  1.693e+00 
 5.000e+00  3.340e+00  1.686e+00 
 5.000e+00  3.370e+00  1.682e+00 
 5.000e+00  3.400e+00  1.679e+00 
 5.000e+00  3.430e+00  1.674e+00 
 5.000e+00  3.460e+00  1.671e+00 
 5.000e+00  3.490e+00  1.667e+00 
 5.000e+00  3.520e+00  1.664e+00 
 5.000e+00  3.550e+00  1.662e+00 
 5.000e+00  3.580e+00  1.659e+00 
 5.000e+00  3.610e+00  1.656e+00 
 5.000e+00  3.640e+00  1.654e+00 
 5.000e+00  3.670e+00  1.652e+00 
 5.000e+00  3.700e+00  1.650e+00 
 5.000e+00  3.730e+00  1.649e+00 
 5.000e+00  3.760e+00  1.647e+00 
 5.000e+00  3.790e+00  1.646e+00 
 5.000e+00  3.820e+00  1.644e+00 
 5.000e+00  3.850e+00  1.643e+00 
