param med -1sig +1sig bestfit modemean modesigma modemax
h2den1 2.8334333348729053 2.192693052756948 4.971097407468048 2.6338746575079153 3.3323092948662993 1.2710426996055908 2.6338746575079153
tkin1 2.0098256640005316 1.2184077573288208 2.4626594648273317 2.4139169272389207 1.9150908639882909 0.5341460765853515 2.4139169272389207
cdmol1 18.760550266253617 18.26509136448384 19.125040448710912 18.97612463534854 18.766019569722268 0.5063150691855817 18.97612463534854
ff1 -1.2322702085115267 -1.5847055034873985 -0.8309473937149651 -1.5423321170484918 -1.224096265437665 0.38232938733274263 -1.5423321170484918
xmol1 -1.7 -1.7 -1.7 -1.7 -1.6999999999999964 8.429369702178807e-08 -1.7
lum1 2.2706788778305054 2.2706788778305054 2.2706788778305054 2.2706788778305054 2.2706788778305054 nan 2.2706788778305054
press1 4.97193744843471 4.397543974014122 6.282726117876402 5.047791584746836 5.247400158854587 0.9978303427073383 5.047791584746836
bacd1 17.489572803832193 17.366498557358266 17.716771899511084 17.43379251830005 17.541923304284577 0.22069299294107597 17.43379251830005
k1mol0 1.9947334444122486 1.8923206633186798 2.088129116977618 2.014894845468202 1.992651145882827 0.1010427246222326 2.014894845468202
k2mol0 1.6736649176504308 1.5995045925743334 1.7478894247116201 1.6746805392715496 1.674302757479338 0.07605404167746085 1.6746805392715496
k3mol0 1.3455691476013696 1.1147174042279864 1.5392865336036037 1.4414644929495608 1.329564704556916 0.22098544716493915 1.4414644929495608
k1mol1 0.27815724695798166 0.23960101843509823 0.3152180047144268 0.28267046992089495 0.2775531531286573 0.03686705912482489 0.28267046992089495
k2mol1 0.2191917204779499 0.15203882189583456 0.4987528825282483 0.22088112628281828 0.3049253768945612 0.18932734440712523 0.22088112628281828
k3mol1 0.11043373291291085 0.05940454561748349 0.40107302857428867 0.12914374422405817 0.2252829296941273 0.26974103469357885 0.12914374422405817
mass1 7.591381549902653 7.468307303428727 7.8185806455815445 7.535601264370509 7.643732050355037 0.22069299294107597 7.535601264370509
