param med -1sig +1sig bestfit modemean modesigma modemax
h2den1 3.2251548933611605 2.333210563022039 5.374861451237179 3.2391777263862425 3.6304574226397994 1.310654225057073 3.2391777263862425
tkin1 1.9743050435764005 1.152223745858059 2.734926572142682 1.6932059329204148 1.9649757898835047 0.6935304726392314 1.6932059329204148
cdmol1 18.881668845131834 18.43295662088792 19.279004246535024 18.81340029486853 18.906535766042094 0.48842653094951355 18.81340029486853
ff1 -1.1461383669594505 -1.5141250581812769 -0.6854648371003816 -1.1420957679419383 -1.1274482639633332 0.3956789435803201 -1.1420957679419383
xmol1 -1.7 -1.7 -1.7 -1.7 -1.699999999999997 1.0745380149674383e-07 -1.7
lum1 2.7084208726882935 2.7084208726882935 2.7084208726882935 2.7084208726882935 2.7084208726882935 nan 2.7084208726882935
press1 5.321150413286826 4.848991472766544 6.638160472876916 4.932383659306657 5.595433212523308 0.880764825879202 4.932383659306657
bacd1 17.73457851313601 17.665367387845226 17.864126261485392 17.67130452692659 17.77908750207883 0.18020070869586818 17.67130452692659
k1mol0 2.3326641011191174 2.206639627283489 2.4444740956839985 2.3005466077787133 2.3274684116571884 0.1223893017784358 2.3005466077787133
k2mol0 1.8945341514831404 1.801382457310167 2.0013218597296993 1.9141182211383527 1.9006437222447377 0.09908264840214555 1.9141182211383527
k3mol0 1.51679958123724 1.2717930055720421 1.7548816267255285 1.4707349043774913 1.5076959881791065 0.24393950371765183 1.4707349043774913
k1mol1 0.21508540947132768 0.20049932421571862 0.2292551232764113 0.2152752168858426 0.21485796976373414 0.014266396755040682 0.2152752168858426
k2mol1 0.24536594417066804 0.15735555785754224 0.43615594661166546 0.23913861165784997 0.2874688116807483 0.16157744568008237 0.23913861165784997
k3mol1 0.12603730384621326 0.06948336497215137 0.3643716304479749 0.11556804175083915 0.217378634109169 0.22686981165123993 0.11556804175083915
mass1 7.894706794052386 7.825495668761601 8.024254542401767 7.831432807842965 7.9392157829952055 0.18020070869586818 7.831432807842965
