    0.460111248261309047E+01    0.253963477768643653E+01    0.195833474965737651E+02   -0.233842168017656338E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.714074726029952700E+01    0.172449258163972026E+02    0.166985862261469031E+01    0.164783850890988126E+01    0.163315843310667508E+01    0.320163278220547409E+00    0.950076155888742724E+00    0.122486882483000636E+01   -0.483769375170805915E+01
    0.472207028827709419E+01    0.183437902986802781E+01    0.185622504882163994E+02   -0.158243571540133754E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.655644931814512155E+01    0.169798147728150610E+02    0.179662649916209527E+01    0.174065356702922469E+01    0.167238751428773291E+01    0.549790202538757322E+00    0.122538872449765868E+01    0.139226129786574937E+01   -0.415247258562483168E+01
    0.209414476050749476E+01    0.122472998278520051E+01    0.179206964683065664E+02   -0.825096621449839418E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.331887474329269505E+01    0.170955998468567287E+02    0.169336198312063968E+01    0.130652151595191390E+01    0.665826341596286730E+00    0.374723654391978966E+00    0.142873677568774088E+00    0.257295283654372792E-01   -0.365607787125792072E+01
    0.260863405865901088E+01    0.247566244963557169E+01    0.177131515618425937E+02   -0.157149351128479742E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.508429650829458257E+01    0.161416580505577976E+02    0.197524180455251308E+01    0.163244454406662065E+01    0.141008231484689861E+01    0.269838845108613279E+00    0.212866906041943832E+00    0.126362902515574277E+00   -0.318028153919851775E+01
    0.593476263841077945E+01    0.229357428265768926E+01    0.193062165640247230E+02   -0.207882281195212171E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.822833692106846826E+01    0.172273937520726008E+02    0.171307993108811885E+01    0.169473146055066093E+01    0.167221288307287175E+01    0.329104839730950227E+00    0.949950361007481758E+00    0.136946311920481545E+01   -0.305921483658772564E+01
    0.375920166422034097E+01    0.139758750125043196E+01    0.173355503303510652E+02   -0.100127820093172049E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.515678916547077293E+01    0.163342721294193431E+02    0.216960508515463379E+01    0.195623399681681587E+01    0.165013622055648845E+01    0.408695369671362330E+00    0.582483129939033506E+00    0.327036060629926351E+00   -0.253668230797174710E+01
    0.255032883935864207E+01    0.174294035285404347E+01    0.177560709977544100E+02   -0.126721144312130618E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.429326919221268533E+01    0.164888595546331054E+02    0.171281633472075190E+01    0.149932234538193931E+01    0.115448901576633833E+01    0.370344510113808534E+00    0.206359506657110475E+00    0.833437295089744234E-01   -0.208272490597882154E+01
    0.572327141032950060E+01    0.117540417740705205E+01    0.170392547175353357E+02   -0.795165876630165691E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.689867558773655265E+01    0.162440888409051709E+02    0.196803351552764227E+01    0.169238061270129525E+01    0.138659820654276555E+01    0.283826331921779695E+00    0.529670258047138298E+00    0.416524357235858567E+00   -0.199643137094667633E+01
    0.200675580566945078E+01    0.193351736152797704E+01    0.188024843297860826E+02   -0.141119151897371387E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.394027316719742782E+01    0.173912928108123701E+02    0.212729013886315421E+01    0.198800559393302989E+01    0.174745846898406820E+01    0.530367612589081161E+00    0.377232209012701991E+00    0.201787999493475562E+00   -0.169096134854437352E+01
    0.260130328068335759E+01    0.165421406897140422E+01    0.179556634216633384E+02   -0.127189081656752800E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.425551734965476136E+01    0.166837726050958111E+02    0.169927268466235382E+01    0.152870377767453403E+01    0.122713367252992511E+01    0.460322169359918265E+00    0.267242444239850330E+00    0.109827126944508316E+00   -0.158233195283201811E+01
