    0.282620676940544424E+01    0.216731238647944924E+01    0.160333311935869105E+02   -0.713722480578466545E+00   -0.118084595407409254E+01    0.100000000000000000E+01    0.499351915588489348E+01    0.153196087130084440E+02    0.206272788124340289E+01    0.159566597298810198E+01    0.899326157782971980E+00    0.181218473840446676E+00    0.181489122297217115E+00    0.845196466428880799E-01   -0.420657021535731435E+01
    0.404413035397355003E+01    0.109858256933216891E+01    0.157905662989846256E+02   -0.387339066326537917E+00   -0.137341487660192851E+01    0.100000000000000000E+01    0.514271292330571939E+01    0.154032272326580877E+02    0.205228903630849802E+01    0.202154773858068948E+01    0.859526684469526736E+00    0.119604142359660423E+00    0.158092247114876711E+00    0.540227072070022032E-01   -0.189603607107261229E+01
    0.349360530646056278E+01    0.318500968797219830E+01    0.172884707335706622E+02   -0.188775834885507465E+01   -0.616135294943931378E+00    0.100000000000000000E+01    0.667861499443276152E+01    0.154007123847155878E+02    0.788344958993501210E+00    0.196827256516117233E+01    0.207575060654826293E+01    0.148656375316120137E+00    0.655616052461251098E+00    0.884039263312850210E+00   -0.953859465339550683E+00
    0.325704637710321077E+01    0.302153713085789466E+01    0.171634720276472734E+02   -0.186148477756554476E+01   -0.845190646714778282E+00    0.100000000000000000E+01    0.627858350796110543E+01    0.153019872500817282E+02    0.101139481024271616E+01    0.147197014004312621E+01    0.134829713481894209E+01    0.133041338545393212E+00    0.404035168346417006E+00    0.436638619111858195E+00   -0.862590023667869854E+00
    0.292654611617009675E+01    0.305357559737041839E+01    0.170230381410629334E+02   -0.153982911974321612E+01   -0.116834243577241725E+01    0.100000000000000000E+01    0.598012171354051514E+01    0.154832090213197180E+02    0.194864145119539556E+01    0.194719886794754560E+01    0.163415830316415756E+01    0.164685303574523489E+00    0.338718546595113135E+00    0.294286982561341892E+00   -0.848577339832535582E+00
    0.255057704992764167E+01    0.276297193523669904E+01    0.162078345979301730E+02   -0.795574462875701549E+00   -0.128506094892404676E+01    0.100000000000000000E+01    0.531354898516434027E+01    0.154122601350544706E+02    0.240489140273831614E+01    0.190694118552685388E+01    0.123014518290535846E+01    0.172921618838707158E+00    0.185090177201430978E+00    0.100326561448457321E+00   -0.791153315470430663E+00
    0.273394242452305036E+01    0.264608954235584992E+01    0.158232195769824671E+02   -0.632149774789858121E+00   -0.111354199455669001E+01    0.100000000000000000E+01    0.538003196687890028E+01    0.151910698021926081E+02    0.179754275875592717E+01    0.177561581620167641E+01    0.112130651976897777E+01    0.148543372537733503E+00    0.195196441802097054E+00    0.112550529600277033E+00   -0.752635927693954265E+00
    0.340531992688902285E+01    0.344179019876041359E+01    0.171864976616252285E+02   -0.190822054525269680E+01   -0.576033666549889078E+00    0.100000000000000000E+01    0.684711012564943644E+01    0.152782771163725322E+02    0.561452916708462535E+00    0.169238832979228526E+01    0.184556800343771865E+01    0.110314071423686919E+00    0.545640821364417827E+00    0.769233732088800082E+00   -0.696195389525654740E+00
    0.224576381018522886E+01    0.329975484832219301E+01    0.154448368772986289E+02   -0.205501873067711838E+00   -0.111009551956114594E+01    0.100000000000000000E+01    0.554551865850742232E+01    0.152393350042309166E+02    0.218553472717293262E+01    0.184599184624099188E+01    0.104853333689625017E+01    0.177870628451502893E+00    0.177185312545034779E+00    0.938882791861348209E-01   -0.610980800855962514E+00
    0.295576601073940637E+01    0.330419698788054372E+01    0.168611599225619493E+02   -0.153525568306623406E+01   -0.106673394547303779E+01    0.100000000000000000E+01    0.625996299861995009E+01    0.153259042394957152E+02    0.143452928891051057E+01    0.191153943457262332E+01    0.167303436174156706E+01    0.113975101429902137E+00    0.315771386156520895E+00    0.313438818207072922E+00   -0.512366629842929466E+00
    0.241814846368326286E+01    0.307721047926446456E+01    0.157643433211582202E+02   -0.565336939901191826E+00   -0.117528532120871509E+01    0.100000000000000000E+01    0.549535894294772742E+01    0.151990063812570284E+02    0.185571427960904578E+01    0.161820679300903181E+01    0.996279972427551064E+00    0.137172136018015089E+00    0.151808908960833849E+00    0.837941648027541591E-01   -0.265475351340755061E+00
    0.330575973768980180E+01    0.282946585110364746E+01    0.172324077752135452E+02   -0.182362582419898667E+01   -0.897401316401522653E+00    0.100000000000000000E+01    0.613522558879344970E+01    0.154087819510145589E+02    0.124626160012463671E+01    0.159854101425116002E+01    0.143448417588716759E+01    0.166158206833430439E+00    0.450293243451030945E+00    0.463501845258927847E+00   -0.113050208248059558E+00
    0.462271918403725923E+01    0.897401745457598543E+00    0.157001337434754369E+02   -0.164197517728537967E+00   -0.132778123890245436E+01    0.100000000000000000E+01    0.552012092949485744E+01    0.155359362257468980E+02    0.227204539452679199E+01    0.189177241685418362E+01    0.638790084836347472E+00    0.166909004254139487E+00    0.174994087383034597E+00    0.438992606837549995E-01   -0.581385982133406642E-01
    0.277866160977305787E+01    0.235165966195569975E+01    0.156633745893676810E+02   -0.465686910694388168E+00   -0.111782236576469995E+01    0.100000000000000000E+01    0.513032127172875718E+01    0.151976876786732937E+02    0.190448807638874595E+01    0.166972099275843489E+01    0.914770283591575528E+00    0.158484892753931406E+00    0.173850843271425498E+00    0.856591851788145731E-01   -0.200083831598687478E-01
    0.318682919776011531E+01    0.176836651348918306E+01    0.160401728969502173E+02   -0.653683702540886369E+00   -0.133653206647377987E+01    0.100000000000000000E+01    0.495519571124929836E+01    0.153864891944093305E+02    0.234856165114517257E+01    0.205821017291285813E+01    0.113765391891484025E+01    0.142645152837985595E+00    0.173211971303268264E+00    0.788033446272718568E-01   -0.128902195424224313E-01
    0.247453112004577935E+01    0.291343036237170283E+01    0.165522111317215241E+02   -0.110881332236593955E+01   -0.141049966933354809E+01    0.100000000000000000E+01    0.538796148241748263E+01    0.154433978093555844E+02    0.199029478774359259E+01    0.151315333100255933E+01    0.105858463485775744E+01    0.136759794370961751E+00    0.142364065967267528E+00    0.803278928803827785E-01    0.382787915949569624E+00
    0.357335135434414308E+01    0.151293856570255736E+01    0.162152622772332471E+02   -0.806284743038439444E+00   -0.135421521000395506E+01    0.100000000000000000E+01    0.508628992004670089E+01    0.154089775341948076E+02    0.196358874737021871E+01    0.196983723980417325E+01    0.118690113782966766E+01    0.128359655824511421E+00    0.197296148602115029E+00    0.976951792048794537E-01    0.398672636593142893E+00
