    0.582270655035972595E+01    0.331269687414169312E+01    0.195276039838790894E+02   -0.371302664279937744E+00    0.123311110258102419E+01    0.100000000000000000E+01    0.913540342450141907E+01    0.191563013195991516E+02    0.171524261336452497E+03    0.528224975402613381E+03    0.781279613377295391E+03    0.890582204905855406E+03    0.926307565561104639E+03    0.925882263648542221E+03   -0.340903473155876017E+10   -0.621460743175560815E+01    1
    0.588075223565101624E+01    0.342611140012741089E+01    0.198723420500755310E+02   -0.385555565357208252E+00    0.152032454013824481E+00    0.100000000000000000E+01    0.930686363577842712E+01    0.194867864847183228E+02    0.293079485464490006E+03    0.812440534063900031E+03    0.107461106101359837E+04    0.369302376502298614E+03    0.919037341724766407E+03    0.111947226578207096E+04   -0.631104125952156425E+09   -0.621660743175561681E+01    1
    0.623362231254577637E+01    0.261495971679687500E+01    0.195821344852447510E+02   -0.759179592132568359E-01    0.946619701385498225E-01    0.100000000000000000E+01    0.884858202934265137E+01    0.195062165260314941E+02    0.362295417458401857E+03    0.363051074180794785E+03    0.360784104013615945E+03    0.363638807187100440E+03    0.363302959754925780E+03    0.361119951445790605E+03   -0.577976436592729211E+09   -0.621860743175561392E+01    1
    0.382121509313583374E+01    0.235373866558074951E+01    0.188813346624374390E+02   -0.686207413673400879E-01   -0.647277641296386541E-01    0.100000000000000000E+01    0.617495375871658325E+01    0.188127139210700989E+02    0.190407531032561593E+03    0.181698307640040838E+03    0.179136771348122977E+03    0.189895223774178021E+03    0.179819847692634397E+03    0.177514465029908308E+03   -0.157293467293409973E+09   -0.622060743175561814E+01    1
    0.598790058493614197E+01    0.271913957595825195E+01    0.186076870560646057E+02   -0.483598887920379639E+00    0.106357153177261354E+01    0.100000000000000000E+01    0.870704016089439392E+01    0.181240881681442261E+02    0.514928785539555847E+02    0.132541618522809131E+03    0.169125206985249520E+03    0.175923055110676074E+03    0.181013231243241819E+03    0.180192235092827985E+03   -0.133311150848840535E+09   -0.622260743175562414E+01    1
    0.532936006784439087E+01    0.269397544860839844E+01    0.194286969304084778E+02   -0.336464524269104004E+00   -0.292263488769531232E+00    0.100000000000000000E+01    0.802333551645278931E+01    0.190922324061393738E+02    0.221886953417181189E+03    0.238200137531341539E+03    0.237278488711332500E+03    0.169168640912662966E+03    0.235112613984311196E+03    0.236310757450322967E+03   -0.127543142100958183E+09   -0.622460743175562925E+01    1
    0.614579793810844421E+01    0.233007746934890747E+01    0.188882920145988464E+02   -0.172323703765869141E+00   -0.940450239181518377E-01    0.100000000000000000E+01    0.847587540745735168E+01    0.187159683108329773E+02    0.146532353999888329E+03    0.148886017327100831E+03    0.147070334188965461E+03    0.140211086778231817E+03    0.149020512374370128E+03    0.147339324283504027E+03   -0.860286167965227962E+08   -0.622660743175562548E+01    1
    0.463969412446022034E+01    0.222212105989456177E+01    0.184570235013961792E+02   -0.195123732089996338E+00    0.198588628768920916E+00    0.100000000000000000E+01    0.686181518435478210E+01    0.182618997693061829E+02    0.102029258790749253E+03    0.106240597802750159E+03    0.104773009965234678E+03    0.107197720305477631E+03    0.107516761139720131E+03    0.106049173302204650E+03   -0.500609167756033242E+08   -0.622860743175562526E+01    1
    0.259267672896385193E+01    0.306664246320724487E+01    0.162807434797286987E+02   -0.178225636482238770E-01    0.124114074230194094E+01    0.100000000000000000E+01    0.565931919217109680E+01    0.162629209160804749E+02    0.177849584813485571E+02    0.164700425008063256E+02    0.117382645562273513E+02    0.103081734533018604E+03    0.783286811474827545E+02    0.675981989121089413E+02   -0.453062979270819724E+08   -0.623060743175562948E+01    1
    0.202061304450035095E+01    0.281481683254241943E+01    0.195115047693252563E+02   -0.337132215499877930E-01   -0.277782778739929181E+00    0.100000000000000000E+01    0.483542987704277039E+01    0.194777915477752686E+02    0.123991403746020140E+03    0.104652445997573707E+03    0.470427087048333163E+02    0.972499741321396698E+02    0.806776902433992262E+02    0.344955188929226182E+02   -0.408352105857497826E+08   -0.623260743175562393E+01    1
    0.276944181323051453E+01    0.235347008705139160E+01    0.187989228963851929E+02   -0.112079858779907227E+00   -0.747721176147460920E+00    0.100000000000000000E+01    0.512291190028190613E+01    0.186868430376052856E+02    0.114335700425394421E+03    0.109468707772151276E+03    0.104601715118908146E+03    0.764813131223922085E+02    0.661756493137789619E+02    0.603507089002149471E+02   -0.261249470560858808E+08   -0.623460743175563081E+01    1
    0.363767045736312866E+01    0.220845538377761841E+01    0.193224743008613586E+02   -0.390142679214477539E+00   -0.875099818706512433E+00    0.100000000000000000E+01    0.584612584114074707E+01    0.189323316216468811E+02    0.118956691761475728E+02    0.285846292185483755E+02    0.000000000000000000E+00    0.612091433473118869E+02    0.570552294275342291E+02    0.556298668080026815E+02   -0.159368160083932467E+08   -0.623660743175562082E+01    1
    0.264720603823661804E+01    0.229128628969192505E+01    0.169403839111328125E+02   -0.189990520477294922E+00    0.126129986763000490E+01    0.100000000000000000E+01    0.493849232792854309E+01    0.167503933906555176E+02    0.206549296254676094E+02    0.152894258684299142E+02    0.109376213771622801E+02    0.583877863717110372E+02    0.529125189999084284E+02    0.482701637636748515E+02   -0.145223318945359550E+08   -0.623860743175562416E+01    1
