    0.291484545399794381E+01    0.158231312341094754E+01    0.164253145863879162E+02   -0.946354815836065733E+00    0.531463361251717537E+01    0.275737920169625683E+01    0.141101114800189329E+02   -0.138584904475771764E+01   -0.169999999999999996E+01   -0.348201412990518344E+01    0.100000000000000000E+01    0.449715857740889113E+01    0.154789597705518496E+02    0.100000000000000000E+01    0.807201281421343175E+01    0.127242624352612150E+02    0.000000000000000000E+00    0.357485423680454062E+01   -0.275469733529063454E+01    0.145847201894329337E+01    0.958812404074900537E+00    0.453495411320769592E+00    0.763406571901504988E-01    0.522289126411345436E-01    0.151730874895497012E-01    0.356014923346867210E-03    0.140949993335225728E-02    0.311800962787962127E-02    0.105661083419374051E-06    0.418284631520059993E-06    0.924585891501568303E-06    0.107511449446374741E+01
    0.484167958810106835E+01    0.577040429734611227E+00    0.178097058364511902E+02   -0.109191137262316018E+01    0.318753476066950192E+01    0.228934152726216578E+01    0.171985057032647184E+02   -0.164008228789547994E+01   -0.169999999999999996E+01   -0.317892083281581783E+01    0.100000000000000000E+01    0.541872001783568003E+01    0.167177944638280316E+02    0.100000000000000000E+01    0.547687628793166770E+01    0.155584234153692389E+02    0.000000000000000000E+00    0.581562700959876722E-01   -0.115937104845879269E+01    0.708508031684037115E-01    0.368942103534840166E-01    0.143239202293631712E-01    0.720161390514705430E-01    0.383913432588129308E-01    0.506030922001174648E-02    0.148511716699536511E+01    0.127416822948723252E+01    0.107306815659674348E+01    0.245076398625083351E-02    0.492214187518975888E-02    0.339900350990302545E-02    0.146812636270866181E+01
    0.455720612427630023E+01    0.164194766778152501E+01    0.175030142982761632E+02   -0.158609042892317809E+01    0.571353225736076631E+01    0.235375721861929454E+01    0.136016207549820702E+02   -0.163176459495934800E+01   -0.169999999999999996E+01   -0.196024302611900225E+01    0.100000000000000000E+01    0.619915379205782546E+01    0.159169238693529849E+02    0.100000000000000000E+01    0.806728947598006130E+01    0.119698561600227222E+02    0.000000000000000000E+00    0.186813568392223583E+01   -0.394706770933026263E+01    0.106935746589643133E+01    0.103589951947376813E+01    0.967168079148142623E+00    0.850973040408971870E-01    0.241000959813476578E+00    0.303196429210023821E+00    0.110315672762342231E-03    0.422584905184845419E-03    0.886494411594949028E-03    0.109731991954075854E-05    0.420950598921699514E-05    0.885560522301722988E-05    0.162178045480574884E+01
    0.323078836832140492E+01    0.129147446858725967E+01    0.164785576410680434E+02   -0.963033039547882108E+00    0.396584438471309664E+01    0.331901125945331632E+01    0.140971191818495853E+02   -0.268604146514315634E+00   -0.169999999999999996E+01   -0.153985231958287727E+01    0.100000000000000000E+01    0.452226283690866460E+01    0.155155246015201609E+02    0.100000000000000000E+01    0.728485564416641296E+01    0.138285150353352702E+02    0.000000000000000000E+00    0.276259280725774836E+01   -0.168700956618489073E+01    0.124237471753893591E+01    0.871186688433744583E+00    0.395360438158096072E+00    0.816308786800123004E-01    0.613129889085166427E-01    0.149172073885043156E-01    0.707392709467882189E-02    0.340227338940569390E-01    0.923974483425299420E-01    0.178545273356935401E-03    0.837234021715985524E-03    0.227626366907981905E-02    0.165483195392767102E+01
    0.501584186650878294E+01    0.162314161479343722E+01    0.175349959023435638E+02   -0.152620080892740639E+01    0.409799324805985066E+01    0.210570850346493588E+01    0.120931519860854273E+02   -0.108091870143874402E+01   -0.169999999999999996E+01   -0.342234555409231955E+01    0.100000000000000000E+01    0.663898348130221994E+01    0.160087950934161576E+02    0.100000000000000000E+01    0.620370175152478609E+01    0.110122332846466833E+02    0.000000000000000000E+00   -0.435281729777433846E+00   -0.499656180876947431E+01    0.119115353091956599E+01    0.114917586337153854E+01    0.107415194690272298E+01    0.937798955860193323E-01    0.268835700679922074E+00    0.367081305579561368E+00    0.469534466332072615E-04    0.178534318027273836E-03    0.276143038622380320E-03    0.157535163001285799E-07    0.607066481660381603E-07    0.992687328501253001E-07    0.191391463120880756E+01
    0.358136879599624702E+01    0.746514889082699806E+00    0.180087762791166774E+02   -0.145555192249277354E+01    0.603762594299515598E+01    0.219801408848719104E+01    0.148381304528415026E+02   -0.902335728038718976E-01   -0.169999999999999996E+01   -0.272089605144978242E+01    0.100000000000000000E+01    0.432788368507894639E+01    0.165532243566239039E+02    0.100000000000000000E+01    0.823564003148234747E+01    0.147478968800376311E+02    0.000000000000000000E+00    0.390775634640340108E+01   -0.180532747658627279E+01    0.902038991793900902E-01    0.582909857221378946E-01    0.297585290690842233E-01    0.863154980885503520E-01    0.486925902366416308E-01    0.899236540557259503E-02    0.842452034788239296E-01    0.315371147449174993E+00    0.638784990312432521E+00    0.146068347015357216E-03    0.549177989890886902E-03    0.111866581668602265E-02    0.196626756823191329E+01
    0.320058837804260143E+01    0.191727558675374765E+01    0.171825850421288244E+02   -0.159384860306814469E+01    0.237043330459863544E+01    0.310705856192814034E+01    0.127558534447071601E+02   -0.530311854985814790E+00   -0.169999999999999996E+01   -0.124468696505567600E+01    0.100000000000000000E+01    0.511786396479634931E+01    0.155887364390606802E+02    0.100000000000000000E+01    0.547749186652677622E+01    0.122255415897213453E+02    0.000000000000000000E+00    0.359627901730426913E+00   -0.336319484933933488E+01    0.114265163215551846E+01    0.946477327415329084E+00    0.771194312270848226E+00    0.872083954708659931E-01    0.112685577904656817E+00    0.651706326656369267E-01    0.236015737103564306E-02    0.229645700965319926E-02    0.116164686798817928E-02    0.126840395511986767E-03    0.135422249753788240E-03    0.715449429230597328E-04    0.212958219514351077E+01
    0.608887263796948641E+01    0.122385531157671945E+01    0.168488850361507403E+02   -0.107134515670655195E+01    0.588377545735137808E+01    0.265257309174471967E+01    0.156145066412902800E+02   -0.232138757161378706E+01   -0.169999999999999996E+01   -0.320580592995247038E+01    0.100000000000000000E+01    0.731272794954620586E+01    0.157775398794441877E+02    0.100000000000000000E+01    0.853634854909609686E+01    0.132931190696764929E+02    0.000000000000000000E+00    0.122362059954989100E+01   -0.248442080976769475E+01    0.118536267899563397E+01    0.104875323639126949E+01    0.879900571308856350E+00    0.944387016264953832E-01    0.197362461799845706E+00    0.172586090843029283E+00    0.122854101988844125E-02    0.480443031855402013E-02    0.104390203942365430E-01    0.694662417459250604E-06    0.272139727279365776E-05    0.592085206089924457E-05    0.267078513111186666E+01
    0.333908355943762380E+01    0.156412110863190579E+01    0.166492312557326372E+02   -0.120607434296731064E+01    0.427562804133714103E+01    0.267549258618899621E+01    0.147950102436772095E+02   -0.589100839464426151E+00   -0.169999999999999996E+01   -0.172513782992633136E+01    0.100000000000000000E+01    0.490320466806952915E+01    0.154431569127653265E+02    0.100000000000000000E+01    0.695112062752613724E+01    0.142059094042127825E+02    0.000000000000000000E+00    0.204791595945660809E+01   -0.123724750855254406E+01    0.126927528732378447E+01    0.103097507406642697E+01    0.666991719613282852E+00    0.683790951357274024E-01    0.810096286321356635E-01    0.341646598171318691E-01    0.277920514581660935E-01    0.120440808728808774E+00    0.280753809911038432E+00    0.465433150925914142E-03    0.199206418885501928E-02    0.468266446255291655E-02    0.270089026937365606E+01
    0.239814136545473255E+01    0.218569126614216547E+01    0.168273970471008489E+02   -0.121500675676520187E+01    0.468392840242267816E+01    0.242371130272571822E+01    0.169112061627092558E+02   -0.251962014636989418E+01   -0.169999999999999996E+01   -0.102070857539289772E+01    0.100000000000000000E+01    0.458383263159689847E+01    0.156123902903356466E+02    0.100000000000000000E+01    0.710763970514839638E+01    0.143915860163393621E+02    0.000000000000000000E+00    0.252380707355149791E+01   -0.122080427399628455E+01    0.118614034788245726E+01    0.835052557347875757E+00    0.509260154499379780E+00    0.897224353588374629E-01    0.527667882405880376E-01    0.197304023951465242E-01    0.378731061088025678E-01    0.144933394885641137E+00    0.265655809728863379E+00    0.365733905759386361E-02    0.145326332139762773E-01    0.313745284444829006E-01    0.277167707290647058E+01
