    0.275909156771047304E+01    0.280411860148754855E+01    0.167984238923551281E+02   -0.156966457792800451E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.556321016919802158E+01    0.152287593144271227E+02    0.114020696753227302E+01    0.962159056939588697E+00    0.746131183572973367E+00    0.629767042308163050E-01    0.917175696774719940E-01    0.615221524650061691E-01   -0.522778728492515721E+00
    0.643820472616206985E+01    0.224552532002813576E+01    0.184623085129269953E+02   -0.224147432853887141E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.868373004619020605E+01    0.162208341843881243E+02    0.910128256958385284E+00    0.103858996430474848E+01    0.102367923041633135E+01    0.631412231197972379E-01    0.219359835089213862E+00    0.399665017186073557E+00   -0.276793155551993797E+00
    0.279266813734586394E+01    0.334307605913824091E+01    0.172802369203915518E+02   -0.201851382434306581E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.613574419648410441E+01    0.152617230960484864E+02    0.102342831500673004E+01    0.905657397483952020E+00    0.761055026009686442E+00    0.488715768402090203E-01    0.101001258803098640E+00    0.873076346257146002E-01    0.161076502937958477E+01
    0.615482131603115512E+01    0.830811617495128885E+00    0.157600050702892478E+02   -0.490064044561327794E+00   -0.147999999999999998E+01    0.100000000000000000E+01    0.698563293352628367E+01    0.152699410257279204E+02    0.978402924742514335E+00    0.747391123067198460E+00    0.259192653112178650E+00    0.604060271327471685E-01    0.575588228543959315E-01    0.132977381636631403E-01    0.194836498666447144E+01
    0.393013135664002222E+01    0.132895362613897428E+01    0.163473055843428021E+02   -0.117922070836844606E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.525908498277899650E+01    0.151680848759743565E+02    0.834630744194349572E+00    0.851839625517944343E+00    0.567495955648085082E+00    0.500513694496246761E-01    0.876329187401521797E-01    0.469934836144320564E-01    0.234204099535678667E+01
    0.532850686637027948E+01    0.199737129405358171E+01    0.179921354458352951E+02   -0.206801993362805447E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.732587816042386120E+01    0.159241155122072406E+02    0.770636256174156098E+00    0.847417722727400569E+00    0.825443516820737133E+00    0.608437545649095149E-01    0.201102460281994355E+00    0.337992357778368946E+00    0.238884411865170865E+01
    0.566518817294262256E+01    0.189807026869537210E+01    0.178421217077570340E+02   -0.192169732593652287E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.756325844163799488E+01    0.159204243818205118E+02    0.869559112907824394E+00    0.933988640899066525E+00    0.902971451773171174E+00    0.689922882448970737E-01    0.221671108386225446E+00    0.362505913065966690E+00    0.252533305506896077E+01
    0.318011858282058935E+01    0.251401778428314060E+01    0.170511661164425803E+02   -0.177939605615630558E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.569413636710372995E+01    0.152717700602862756E+02    0.102023819240667746E+01    0.993149281287229790E+00    0.832443900597010455E+00    0.526156396344606703E-01    0.111895483783582966E+00    0.924014391559069143E-01    0.261748448950200041E+01
    0.344480666796098767E+01    0.243754440065088440E+01    0.174902912197116009E+02   -0.201589462958981036E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.588235106861187163E+01    0.154743965901217901E+02    0.101805042279235392E+01    0.101419417119086774E+01    0.907954439569923388E+00    0.609384159324855082E-01    0.157817096790822314E+00    0.154442876639521887E+00    0.273030337735720652E+01
    0.498103819485271782E+01    0.153488115259296287E+01    0.171207467707007694E+02   -0.156880858102461618E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.651591934744568047E+01    0.155519381896761537E+02    0.790246336844995456E+00    0.817505517180154073E+00    0.750572084277982388E+00    0.634248255322998472E-01    0.173703054096119913E+00    0.220340542827955704E+00    0.277420684171619225E+01
    0.250486403005841973E+01    0.269098162594049839E+01    0.164676958708693668E+02   -0.132626988759088160E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.519584565599891768E+01    0.151414259832784843E+02    0.980809360031365318E+00    0.718505365718022926E+00    0.473185083266695283E+00    0.595373454718414186E-01    0.561406030994384200E-01    0.287024730468053262E-01    0.286917585918947182E+01
    0.602010302935178832E+01    0.202330258403468699E+01    0.180018800742977625E+02   -0.205845224671109817E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.804340561338647575E+01    0.159434278275866639E+02    0.808080578082267853E+00    0.927391555808854573E+00    0.904665655289504822E+00    0.550054199877956854E-01    0.185216089232701525E+00    0.323057416613527493E+00    0.309025507549314327E+01
    0.300809432547693145E+01    0.185456591527671866E+01    0.162272809041163306E+02   -0.113916077506889257E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.486266024075364989E+01    0.150881201290474376E+02    0.100092950432968064E+01    0.758499878190367127E+00    0.423598592260189810E+00    0.535014603075712608E-01    0.541982640234207891E-01    0.229582307628337957E-01    0.316271779507454731E+01
    0.234785133853592853E+01    0.346233280266175569E+01    0.169164450858124056E+02   -0.170026325130986411E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.581018414119768423E+01    0.152161818345025424E+02    0.965919387594579848E+00    0.733213374935026918E+00    0.561924201949117630E+00    0.652454218870657521E-01    0.739594345290730121E-01    0.468602510496957669E-01    0.318580915235581408E+01
    0.616563795227633005E+01    0.235317237387463329E+01    0.186681640386474577E+02   -0.240535014142837955E+01   -0.147999999999999998E+01    0.100000000000000000E+01    0.851881032615096245E+01    0.162628138972190790E+02    0.800228974452263597E+00    0.918592080747168471E+00    0.908761257965199576E+00    0.561929830217338874E-01    0.197442244753062213E+00    0.364723525211044008E+00    0.322331023192865862E+01
