    0.588101267814636230E+01    0.284455215930938721E+01    0.195139357447624207E+02   -0.698786973953247070E-02   -0.169999999999999996E+01    0.100000000000000000E+01    0.872556483745574951E+01    0.195069478750228882E+02    0.564936554815683508E+03    0.722087517721213203E+03    0.721989113862161616E+03    0.223081548470154054E+02    0.845190745394862404E+02    0.173978022803366741E+03   -0.529979570847969130E+08   -0.621460743175560815E+01    1
    0.546439293026924133E+01    0.244695866107940674E+01    0.199790576100349426E+02   -0.759447813034057617E-01   -0.169999999999999996E+01    0.100000000000000000E+01    0.791135159134864807E+01    0.199031128287315369E+02    0.246832617759359351E+03    0.244985570959799531E+03    0.242634784123996099E+03    0.995726138308163939E+02    0.210983118513357169E+03    0.236002206980122196E+03   -0.146334307895009629E+08   -0.621660743175561681E+01    1
    0.534404730796813965E+01    0.286899226903915405E+01    0.191664993762969971E+02   -0.440849661827087402E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.821303957700729370E+01    0.187256497144699097E+02    0.137881182474782122E+03    0.259781917782316157E+03    0.276124733366055125E+03    0.457671310027988998E+01    0.179082471429795866E+02    0.387009468812266206E+02   -0.556263165310094599E+07   -0.621860743175561392E+01    1
    0.572546198964118958E+01    0.320535951852798462E+01    0.190525650978088379E+02   -0.384362876415252686E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.893082150816917419E+01    0.186682022213935852E+02    0.739150218181988663E+02    0.258062887453488258E+03    0.451909262372572641E+03    0.192525726846397394E+01    0.764737774590298791E+01    0.170115979862990372E+02   -0.523161021852363832E+07   -0.622060743175561814E+01    1
    0.465498700737953186E+01    0.218429869413375854E+01    0.191970476508140564E+02   -0.164456963539123535E-01   -0.169999999999999996E+01    0.100000000000000000E+01    0.683928570151329041E+01    0.191806019544601440E+02    0.152417634975215122E+03    0.150203102060224637E+03    0.147603432986105361E+03    0.467362729102775845E+02    0.108608396874316270E+03    0.124784115557725073E+03   -0.513929865465053357E+07   -0.622260743175562414E+01    1
    0.443723696470260620E+01    0.265659421682357788E+01    0.185593134164810181E+02   -0.231569766998291016E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.709383118152618408E+01    0.183277436494827271E+02    0.146210401932658613E+03    0.236506472789144027E+03    0.240144131264194129E+03    0.511267031477201961E+01    0.217614117483238729E+02    0.453944574539719028E+02   -0.489748151938009355E+07   -0.622460743175562925E+01    1
    0.349887311458587646E+01    0.250102108716964722E+01    0.182840397953987122E+02   -0.709893107414245605E-01   -0.169999999999999996E+01    0.100000000000000000E+01    0.599989420175552368E+01    0.182130504846572876E+02    0.196844878982519589E+03    0.169500594671746796E+03    0.161348261461081620E+03    0.163895865589414491E+02    0.365920872966210950E+02    0.358532820994045593E+02   -0.428257171370984614E+07   -0.622660743175562548E+01    1
    0.560947173833847046E+01    0.279839885234832764E+01    0.187928459048271179E+02   -0.526280522346496582E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.840787059068679810E+01    0.182665653824806213E+02    0.614666485007209999E+02    0.152342037301060572E+03    0.186394262911145233E+03    0.168415640298827807E+01    0.658422404278909656E+01    0.142608577707968180E+02   -0.177020469756872021E+07   -0.622860743175562526E+01    1
    0.416384771466255188E+01    0.250642538070678711E+01    0.182305914163589478E+02   -0.294796228408813477E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.667027309536933899E+01    0.179357951879501343E+02    0.974386226766183370E+02    0.133553302190284285E+03    0.131575110475350328E+03    0.351103667968533140E+01    0.148617992942473585E+02    0.261374920693708646E+02   -0.168525317011916451E+07   -0.623060743175562948E+01    1
    0.328913697600364685E+01    0.340313774347305298E+01    0.173323246836662292E+02   -0.176348090171813965E-01   -0.169999999999999996E+01    0.100000000000000000E+01    0.669227471947669983E+01    0.173146898746490479E+02    0.826834863198309904E+02    0.156225795194942521E+03    0.151712818935469699E+03    0.117145341203337372E+01    0.582750062100864330E+01    0.910468955155774395E+01   -0.160527084602788440E+07   -0.623260743175562393E+01    1
    0.565612339973449707E+01    0.296280449628829956E+01    0.183336398005485535E+02   -0.226688325405120850E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.861892789602279663E+01    0.181069514751434326E+02    0.373039770228073024E+02    0.136530063829297916E+03    0.262023799161312354E+03    0.874599365859996314E+00    0.346279640377132880E+01    0.766609484865071344E+01   -0.148034458360270993E+07   -0.623460743175563081E+01    1
