    0.611517408490180969E+01    0.303221130371093750E+01    0.195044940710067749E+02   -0.190831482410430908E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.914738538861274719E+01    0.193136625885963440E+02    0.340317815693292232E+03    0.671484877773926314E+03    0.727549354133169686E+03    0.948585163227657979E+01    0.369638892409908024E+02    0.797146635130851138E+02   -0.576658476149598241E+09   -0.621460743175560815E+01    1
    0.561762511730194092E+01    0.236301052570343018E+01    0.199598503112792969E+02   -0.239533424377441406E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.798063564300537109E+01    0.197203168869018555E+02    0.139233335091725621E+03    0.137966006431395499E+03    0.136353042681884375E+03    0.702791348001263003E+02    0.128173012237935268E+03    0.134970502325160595E+03   -0.361501372261124849E+09   -0.621660743175561681E+01    1
    0.586738732457160950E+01    0.263264065980911255E+01    0.198647597432136536E+02   -0.178607404232025146E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.850002798438072205E+01    0.196861523389816284E+02    0.300122816858033275E+03    0.298664622959871451E+03    0.296875021357581886E+03    0.463241688829680740E+02    0.144891448244624712E+03    0.226285180378384581E+03   -0.305217276125783801E+09   -0.621860743175561392E+01    1
    0.504352429509162903E+01    0.186428666114807129E+01    0.194040891528129578E+02   -0.431796312332153320E-01   -0.169999999999999996E+01    0.100000000000000000E+01    0.690781095623970032E+01    0.193609095215797424E+02    0.670508173819763442E+02    0.651042975686999483E+02    0.627594202122414231E+02    0.569017536113585365E+02    0.644252790291849351E+02    0.622614732832637472E+02   -0.231791810187952936E+09   -0.622060743175561814E+01    1
    0.625194662809371948E+01    0.254966259002685547E+01    0.191008332371711731E+02   -0.714438557624816895E-01   -0.169999999999999996E+01    0.100000000000000000E+01    0.880160921812057495E+01    0.190293893814086914E+02    0.281046111023686024E+03    0.314639307511877860E+03    0.312433693601036964E+03    0.129961558131085706E+02    0.476751929958682581E+02    0.936537599064743063E+02   -0.169058338652429700E+09   -0.622260743175562414E+01    1
    0.429432994127273560E+01    0.225359016656875610E+01    0.195794719457626343E+02   -0.344361126422882080E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.654792010784149170E+01    0.192351108193397522E+02    0.841689322414506336E+02    0.831733857310678815E+02    0.819515786501435883E+02    0.457046352493898596E+02    0.692357345857093947E+02    0.692357345857093947E+02   -0.159034948126408339E+09   -0.622460743175562925E+01    1
    0.502051469683647156E+01    0.265870797634124756E+01    0.189087495207786560E+02   -0.193282306194305420E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.767922267317771912E+01    0.187154672145843506E+02    0.197748690167421501E+03    0.293547229312040770E+03    0.297135669574314136E+03    0.775359413812637666E+01    0.302326092096530950E+02    0.634769450679999139E+02   -0.122632191238223314E+09   -0.622660743175562548E+01    1
    0.371243730187416077E+01    0.293895429372787476E+01    0.190969616174697876E+02   -0.382879257202148438E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.665139159560203552E+01    0.187140823602676392E+02    0.213144883054031425E+03    0.179767230879648423E+03    0.152518477615698032E+03    0.220433303379951262E+02    0.668795387861396478E+02    0.762385330682867419E+02   -0.971487089192678630E+08   -0.622860743175562526E+01    1
    0.564554476737976074E+01    0.278188627958297729E+01    0.183597359061241150E+02   -0.513696670532226562E-01   -0.169999999999999996E+01    0.100000000000000000E+01    0.842743104696273804E+01    0.183083662390708923E+02    0.805197305568806172E+02    0.260314256351826316E+03    0.415969743426365483E+03    0.193769758738338993E+01    0.761308144258976149E+01    0.166405666261764758E+02   -0.866805924823858291E+08   -0.623060743175562948E+01    1
    0.643771588802337646E+01    0.263698816299438477E+01    0.192058435082435608E+02   -0.402383923530578613E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.907470405101776123E+01    0.188034595847129822E+02    0.152828158859387145E+03    0.180067996500645791E+03    0.179117769606183259E+03    0.628733461836027985E+01    0.233795408825046884E+02    0.468778601268171968E+02   -0.525753583742274418E+08   -0.623260743175562393E+01    1
    0.378316903114318848E+01    0.258430081605911255E+01    0.187693631649017334E+02   -0.347968876361846924E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.636746984720230103E+01    0.184213942885398865E+02    0.162726739755262116E+03    0.130773778170665651E+03    0.135755208979500225E+03    0.148590246919380249E+02    0.413728023663475213E+02    0.459996989104091654E+02   -0.508111934490595087E+08   -0.623460743175563081E+01    1
