

    0.193121836200312683E-98    0.445300054247000730E+03    0.358922037482261658E+01    0.324655753374099731E+01    0.161094719171524048E+02   -0.127348709106445312E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.683577790856361389E+01    0.148359848260879517E+02    0.146183049023272504E+00    0.775665158082670336E+00    0.138937825019203576E+01    0.249054575139868398E-02    0.132491706603818753E-01    0.296255078578140790E-01
    0.195475194689630262E-98    0.445271829797783084E+03    0.609586915373802185E+01    0.236573117971420288E+01    0.188580223917961121E+02   -0.271795839071273804E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.846160033345222473E+01    0.161400640010833740E+02    0.439746715619024175E+00    0.460996992255381044E+00    0.455828006046537448E+00    0.251748772764047377E-01    0.893851726262613749E-01    0.167570875133361719E+00
    0.256247705675343506E-98    0.444726407623866805E+03    0.639274919033050537E+01    0.212159669399261475E+01    0.165775093436241150E+02   -0.148733818531036377E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.851434588432312012E+01    0.150901711583137512E+02    0.203912677103493478E+00    0.707817595438280045E+00    0.128898337642141270E+01    0.382234524859494454E-02    0.141726310622945426E-01    0.282508430341212383E-01
    0.320404754867276713E-98    0.444275526666780138E+03    0.524213060736656189E+01    0.224548095464706421E+01    0.185274642705917358E+02   -0.258496409654617310E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.748761156201362610E+01    0.159425001740455627E+02    0.435302696190045135E+00    0.467807377805191882E+00    0.461306441482162544E+00    0.248023722596215669E-01    0.880746853044015870E-01    0.162029336915183453E+00
    0.338888997218402126E-98    0.444159351553915656E+03    0.377836519479751587E+01    0.129579693078994751E+01    0.170728412270545959E+02   -0.154956847429275513E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.507416212558746338E+01    0.155232727527618408E+02    0.463520652418879908E+00    0.404840009872850071E+00    0.316536927580026328E+00    0.689779668389629563E-01    0.931273081944444664E-01    0.432487620303191045E-01
    0.548798408183413241E-98    0.443191234426033645E+03    0.511837670207023621E+01    0.258312278985977173E+01    0.183146864175796509E+02   -0.196688103675842285E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.770149949193000793E+01    0.163478053808212280E+02    0.135444910033119625E+01    0.331327389483408163E+01    0.395542306989150161E+01    0.388958928891922837E-01    0.152173165853943165E+00    0.327657965625937186E+00
    0.556993638581475949E-98    0.443157589139761853E+03    0.544939643144607544E+01    0.210318922996520996E+01    0.160162496566772461E+02   -0.102149516344070435E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.755258566141128540E+01    0.149947544932365417E+02    0.198717141304856543E+00    0.719778610961987475E+00    0.137807672705666784E+01    0.366313350997314558E-02    0.135999422856628339E-01    0.270380937953590729E-01
    0.624339347180876402E-98    0.442925308685447249E+03    0.208452793955802917E+01    0.297967523336410522E+01    0.175863206386566162E+02   -0.204501181840896606E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.506420317292213440E+01    0.155413088202476501E+02    0.485753310009714112E+00    0.400376846650545681E+00    0.331318376816202520E+00    0.595020758363792243E-01    0.387665039540046469E-01    0.215920411557770087E-01
    0.155785726205106274E-97    0.441092563565583987E+03    0.453058373928070068E+01    0.765461802482604980E+00    0.169822406768798828E+02   -0.765641033649444580E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.529604554176330566E+01    0.162165996432304382E+02    0.483392552566619449E+00    0.318545056819095895E+00    0.166288410382569501E+00    0.229345579411486922E+00    0.154400864643440078E+00    0.235520927847398323E-01
    0.178800296701140868E-97    0.440812987547498835E+03    0.590880089998245239E+01    0.264891505241394043E+01    0.179681044816970825E+02   -0.171938806772232056E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.855771595239639282E+01    0.162487164139747620E+02    0.935564696853554811E+00    0.315416774199250671E+01    0.544394468717762958E+01    0.199401408976537763E-01    0.778905790853805929E-01    0.168622990538341094E+00
    0.297754244571040931E-97    0.439788989664539486E+03    0.536437416076660156E+01    0.319427180290222168E+01    0.159208080172538757E+02   -0.143776416778564453E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.855864596366882324E+01    0.157770316004753113E+02    0.186794435808029041E+00    0.746890477663783914E+00    0.167906724690185283E+01    0.335813449380370499E-02    0.134153020411148880E-01    0.301269764788420526E-01
    0.404012154829028822E-97    0.439174636664341563E+03    0.644009071588516235E+01    0.214182734489440918E+01    0.183269688487052917E+02   -0.246802765130996704E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.858191806077957153E+01    0.158589411973953247E+02    0.442502471805840902E+00    0.481646921234819114E+00    0.472456485281928629E+00    0.209065398602421154E-01    0.733532943647374758E-01    0.135541910979296798E+00
    0.436256939619776945E-97    0.439017063830123675E+03    0.495494487881660461E+01    0.294498300552368164E+01    0.168580991029739380E+02   -0.136163377761840820E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.789992788434028625E+01    0.154964653253555298E+02    0.185953312414969374E+00    0.750597327474829656E+00    0.171080526436035929E+01    0.354555041187849720E-02    0.142422146435693345E-01    0.322678572993235005E-01
    0.508990883905175275E-97    0.438704666378625404E+03    0.285115745663642883E+01    0.508047699928283691E+00    0.171269538998603821E+02   -0.249031645059585571E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.335920515656471252E+01    0.146366374492645264E+02    0.123134709211758639E-02    0.457228148176015519E-03    0.134872602973278711E-04    0.448820841349582454E-03    0.577193949430118686E-04    0.438796744748835233E-06
    0.574203100540542440E-97    0.438459560256920668E+03    0.483945083618164062E+01    0.543243110179901123E+00    0.172072198987007141E+02   -0.275613516569137573E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.538269394636154175E+01    0.144510847330093384E+02    0.109846420562669965E-02    0.541955763701856092E-03    0.177963474654604985E-03    0.972048771906532062E-03    0.374336963928651866E-03    0.152452454396235496E-04
    0.725351890532722471E-97    0.437988212785070459E+03    0.556924611330032349E+01    0.606245696544647217E+00    0.173227173089981079E+02   -0.278940331935882568E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.617549180984497070E+01    0.145333139896392822E+02    0.180755634918657558E-02    0.982544107149935534E-03    0.409582849294568127E-03    0.165002448407328031E-02    0.822251374297541067E-03    0.742348613848323261E-04
    0.823144087565041853E-97    0.437731264069032136E+03    0.533840206265449524E+01    0.544868528842926025E+00    0.173739483952522278E+02   -0.245687627792358398E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.588327059149742126E+01    0.149170721173286438E+02    0.222814987904113330E-02    0.110359774573197183E-02    0.396387165001831695E-03    0.216249279796593965E-02    0.946789078696005080E-03    0.517922612949529816E-04
    0.922549125927224738E-97    0.437499245336710771E+03    0.446890661120414734E+01    0.555114030838012695E+00    0.174635410308837891E+02   -0.243979632854461670E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.502402064204216003E+01    0.150237447023391724E+02    0.258196939782059541E-02    0.129752316952942703E-02    0.439893773320306890E-03    0.252493940408707969E-02    0.111553573729699621E-02    0.583013630205691543E-04
    0.106385167497260118E-96    0.437210224077854036E+03    0.609438052773475647E+01    0.727720081806182861E+00    0.168984451889991760E+02   -0.670973896980285645E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.682210060954093933E+01    0.162274712920188904E+02    0.500655731835622286E+00    0.317842795242896103E+00    0.167091450680376202E+00    0.226329668290411234E+00    0.150346041669257163E+00    0.232515870345474350E-01
    0.107066283922319670E-96    0.437193460168640684E+03    0.465832877159118652E+01    0.129424071311950684E+01    0.166360294818878174E+02   -0.150640869140625000E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.595256948471069336E+01    0.151296207904815674E+02    0.469886156322365911E+00    0.465212222406692522E+00    0.389494492972783435E+00    0.219612574917774188E-01    0.490451465551328888E-01    0.415980118494932716E-01
    0.173226163135215759E-96    0.436227160321625604E+03    0.448734223842620850E+01    0.173605096340179443E+01    0.185226935148239136E+02   -0.211492520570755005E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.622339320182800293E+01    0.164077683091163635E+02    0.414293075459711779E+00    0.398098959320030588E+00    0.378451121728758666E+00    0.172609323213948090E+00    0.313137411610897420E+00    0.317742373546351764E+00
    0.227217394861241135E-96    0.435680541914180537E+03    0.522045996785163879E+01    0.234522783756256104E+01    0.186870425939559937E+02   -0.266979056596755981E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.756568780541419983E+01    0.160172520279884338E+02    0.444268918440947791E+00    0.486834886072025630E+00    0.481701302036116719E+00    0.245342537049478664E-01    0.886826642203259324E-01    0.166884261034004555E+00
    0.268804231791401905E-96    0.435340389702198252E+03    0.611767953634262085E+01    0.541174054145812988E+00    0.171927937865257263E+02   -0.197219288349151611E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.665885359048843384E+01    0.152206009030342102E+02    0.652786818002730387E-02    0.321435939290908414E-02    0.112689150192534057E-02    0.578584690723635102E-02    0.228043606681012628E-02    0.103062063851582479E-03
    0.431508106723789015E-96    0.434389783810479798E+03    0.280264085531234741E+01    0.123689186573028564E+01    0.164151406288146973E+02   -0.106564414501190186E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.403953272104263306E+01    0.153494964838027954E+02    0.619856442911856598E+00    0.348615516783297941E+00    0.102220431431650147E+00    0.430202724040350884E-01    0.183807638688703104E-01    0.280096018170156516E-02
    0.443014186001064949E-96    0.434333152821575197E+03    0.509949314594268799E+01    0.256005901098251343E+01    0.166002503037452698E+02   -0.714503824710845947E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.765955215692520142E+01    0.158857464790344238E+02    0.783469706662571097E+00    0.306054914967201430E+01    0.655335744784751650E+01    0.147508434426815108E-01    0.581234176469868150E-01    0.127169097707052814E+00
    0.675150889234620357E-96    0.433486483994795321E+03    0.526686406135559082E+01    0.228082156181335449E+01    0.160606658458709717E+02   -0.953009068965911865E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.754768562316894531E+01    0.151076567769050598E+02    0.200011692078808340E+00    0.755364490586207138E+00    0.153880861705200189E+01    0.367152381838258251E-02    0.140398179397937892E-01    0.292719061332049890E-01
    0.105425848246795383E-95    0.432591170528655198E+03    0.307666122913360596E+01    0.210435259342193604E+01    0.169436404109001160E+02   -0.104780030250549316E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.518101382255554199E+01    0.158958401083946228E+02    0.361625000207153757E+01    0.293008515154223437E+01    0.226362738549288478E+01    0.185336171768293562E+00    0.245980245372515310E+00    0.141084809345124407E+00
    0.277653784202774308E-95    0.430650436305814935E+03    0.543912920355796814E+01    0.156305152177810669E+01    0.161095732450485229E+02   -0.135741269588470459E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.700218072533607483E+01    0.147521605491638184E+02    0.277262976796545102E+00    0.677568535313698317E+00    0.820723002269152402E+00    0.562957136922982021E-02    0.170907112083014505E-01    0.245514302069921413E-01
    0.296483558780548499E-95    0.430515202687988960E+03    0.247208085656166077E+01    0.202443295717239380E+01    0.175516343116760254E+02   -0.185874921083450317E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.449651381373405457E+01    0.156928851008415222E+02    0.492141959650783167E+00    0.415032797477650650E+00    0.317988771116131941E+00    0.784243094633385873E-01    0.456563764536788499E-01    0.200040824668180524E-01
    0.339021791197671459E-95    0.430243057447536216E+03    0.447468784451484680E+01    0.131107121706008911E+01    0.161938115954399109E+02   -0.137460386753082275E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.578575906157493591E+01    0.148192077279090881E+02    0.407013017256341370E+00    0.549549879153537701E+00    0.434743760006254920E+00    0.112104798696758545E-01    0.253797497953166078E-01    0.203612028958269284E-01
    0.621970540817937699E-95    0.429025400760626439E+03    0.612072411179542542E+01    0.169435065984725952E+01    0.160380586981773376E+02   -0.123905950784683228E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.781507477164268494E+01    0.147989991903305054E+02    0.246360874017981013E+00    0.717975861779930558E+00    0.104322757747782680E+01    0.472364681432884456E-02    0.154379227468664591E-01    0.251724067202361221E-01
    0.142958141510181545E-94    0.427356912292419452E+03    0.247392272949218750E+01    0.288508248329162598E+01    0.156061637401580811E+02   -0.160090863704681396E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.535900521278381348E+01    0.154460728764533997E+02    0.342384688902622880E+01    0.298462612649458148E+01    0.173267403171933387E+01    0.738029218301209378E-01    0.796822548718831430E-01    0.417155971469034062E-01
    0.261401361597226535E-94    0.426145902013732950E+03    0.484694412350654602E+01    0.295987713336944580E+01    0.155689546465873718E+02   -0.105925083160400391E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.780682125687599182E+01    0.154630295634269714E+02    0.195264347640485669E+00    0.790616881096508961E+00    0.181473607197176889E+01    0.350175108188334862E-02    0.141355089543914996E-01    0.322750340261300367E-01
    0.260997670393807981E-94    0.426144993070638122E+03    0.583388358354568481E+01    0.245305997133255005E+01    0.172413250803947449E+02   -0.124917143583297729E+01   -0.169999999999999996E+01    0.100000000000000000E+01    0.828694355487823486E+01    0.159921536445617676E+02    0.855264283092684319E+00    0.307793727176240761E+01    0.585951814503551827E+01    0.167108950174762946E-01    0.645673826366413711E-01    0.137360627284582648E+00
    0.338902606241513155E-94    0.425618590496055390E+03    0.292758029699325562E+01    0.159336227178573608E+01    0.155663031339645386E+02   -0.794856727123260498E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.452094256877899170E+01    0.147714464068412781E+02    0.629802201136601014E+00    0.393085101855311703E+00    0.133017047522968390E+00    0.155886870258410016E-01    0.110500055152309169E-01    0.316585063672943827E-02
    0.471122069977368759E-94    0.424955781569088117E+03    0.263484641909599304E+01    0.911627888679504395E+00    0.164191943407058716E+02   -0.617322921752929688E+00   -0.169999999999999996E+01    0.100000000000000000E+01    0.354647430777549744E+01    0.158018714189529419E+02    0.726513307815243703E+00    0.297363586454611362E+00    0.335258134403778538E-01    0.583865678274111122E-01    0.138447851615556075E-01    0.716858645917366698E-03
    0.852127485078263875E-94    0.423766543741796681E+03    0.399686759710311890E+01    0.268109476566314697E+01    0.154484340548515320E+02   -0.126945376396179199E-01   -0.169999999999999996E+01    0.100000000000000000E+01    0.667796236276626587E+01    0.154357395172119141E+02    0.639141993876112813E+00    0.294465662578996179E+01    0.610297567165703203E+01    0.112852605513454347E-01    0.513858120285444822E-01    0.113920917613839878E+00
